ticker,name,sector,industry,mcap,exch
CWH,Camping World Holdings Inc. Class A,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,640577579.0,
CWK,Cushman & Wakefield Ltd. Common Shares,Real Estate,Real Estate Services,3160713728.0,NYQ
CWK.L,Cranswick plc,Consumer Defensive,Packaged Foods,3964100569.0,LSE
CWR.L,Ceres Power Holdings plc,Industrials,Electrical Equipment & Parts,1096058156.0,LSE
CWST,Casella Waste Systems Inc. Class A,Industrials,Environmental & Facilities Services,6158714368.0,NMS
CWT,California Water Service Group,Utilities,Water Utilities,2975305728.0,NYQ
CXM,Sprinklr Inc. Class A,Information Technology,Application Software,1283573616.0,
CXW,CoreCivic Inc.,Industrials,Diversified Support Services,3153553152.0,NYQ
CYTK,"Cytokinetics, Incorporated",Healthcare,Biotechnology,11522850816.0,NMS
CZR,Caesars Entertainment Inc.,Consumer Discretionary,Casinos & Gaming,6078216192.0,NMS
D,"Dominion Energy, Inc.",Utilities,Utilities - Regulated Electric,61636239360.0,NYQ
DAL,Delta Air Lines Inc.,Industrials,Passenger Airlines,57414737920.0,NYQ
DAN,Dana Incorporated,Consumer Discretionary,Automotive Parts & Equipment,2940016640.0,NYQ
DAR,Darling Ingredients Inc.,Consumer Staples,Agricultural Products & Services,9667551232.0,NYQ
DASH,DoorDash Inc. Class A,Consumer Discretionary,Specialized Consumer Services,83579568128.0,NMS
DATA.L,GlobalData Plc,Industrials,Consulting Services,700969073.0,LSE
DAVE,Dave Inc.,Technology,Software - Application,5095234560.0,NGM
DB1.DE,Deutsche Börse AG,Financial Services,Financial Data & Stock Exchanges,54360914200.0,XETR
DBD,Diebold Nixdorf Incorporated,Technology,Software - Application,2952416768.0,NYQ
DBK.DE,Deutsche Bank Aktiengesellschaft,Financial Services,Banks - Regional,69346711862.0,XETR
DBX,Dropbox Inc. Class A,Information Technology,Application Software,6810046464.0,NMS
DCBO,Docebo Inc. Common Shares,Technology,Computer Software: Prepackaged Software,483330247.0,
DCC.L,DCC plc,Energy,Oil & Gas Refining & Marketing,7231825297.0,LSE
DCH,Dauch Corporation,Consumer Discretionary,Automotive Parts & Equipment,1217691335.0,
DCOM,Dime Commercial Bancshares Inc.,Financials,Regional Banks,1746696033.0,
DD,DuPont de Nemours Inc.,Materials,Specialty Chemicals,18184413184.0,NYQ
DDD,3D Systems Corporation,Technology,Computer Software: Prepackaged Software,451127453.0,
DDOG,"Datadog, Inc.",Technology,Software - Application,91673993216.0,NMS
DDS,Dillard's Inc.,Consumer Discretionary,Department/Specialty Retail Stores,8179899392.0,NYQ
DE,Deere & Company,Industrials,Agricultural & Farm Machinery,158515167232.0,NYQ
DEA,Easterly Government Properties Inc.,Real Estate,Office REITs,1155195931.0,
DECK,Deckers Outdoor Corporation,Consumer Discretionary,Footwear,14719992832.0,NYQ
DEI,"Douglas Emmett, Inc.",Real Estate,REIT - Office,2414977792.0,NYQ
DELL,Dell Technologies Inc.,Technology,Computer Hardware,281052545024.0,NYQ
DFH,Dream Finders Homes Inc. Class A,Consumer Discretionary,Homebuilding,1449005889.0,
DFIN,Donnelley Financial Solutions Inc.,Financials,Financial Exchanges & Data,1115712868.0,
DG,Dollar General Corporation,Consumer Staples,Consumer Staples Merchandise Retail,26232162304.0,NYQ
DG.PA,Vinci SA,Industrials,Engineering & Construction,76288836925.0,PAR
DGE.L,Diageo plc,Consumer Defensive,Beverages - Wineries & Distilleries,47323055108.0,LSE
DGII,Digi International Inc.,Information Technology,Communications Equipment,2552061952.0,NMS
DGX,Quest Diagnostics Incorporated,Health Care,Health Care Services,22962868224.0,NYQ
DHI,D.R. Horton Inc.,Consumer Discretionary,Homebuilding,42984996864.0,NYQ
DHL.DE,Deutsche Post AG,Industrials,Integrated Freight & Logistics,72968517978.0,XETR
DHR,Danaher Corporation,Health Care,Life Sciences Tools & Services,140881739776.0,NYQ
DIA.MI,DiaSorin S.p.A.,Healthcare,Diagnostics & Research,3950228352.0,MIL
DIOD,Diodes Incorporated,Information Technology,Semiconductors,4428153344.0,NMS
DIS,Walt Disney Company (The),Communication Services,Movies & Entertainment,166045237248.0,NYQ
DLB,Dolby Laboratories,Information Technology,Application Software,4710985728.0,NYQ
DLN.L,Derwent London Plc,Real Estate,REIT - Office,3064076113.0,LSE
DLR,Digital Realty Trust Inc.,Real Estate,Data Center REITs,67882688512.0,NYQ
DLTR,Dollar Tree Inc.,Consumer Staples,Consumer Staples Merchandise Retail,24004528128.0,NMS
DLX,Deluxe Corporation,Industrials,Commercial Printing,1122167335.0,
DNLM.L,Dunelm Group plc,Consumer Cyclical,Specialty Retail,2336510963.0,LSE
DNOW,DNOW Inc.,Industrials,Trading Companies & Distributors,2382225152.0,NYQ
DOC,Healthpeak Properties Inc.,Real Estate,Health Care REITs,14925936640.0,NYQ
DOCN,DigitalOcean Holdings Inc.,Information Technology,Internet Services & Infrastructure,13618483200.0,NYQ
DOCS,Doximity Inc. Class A,Health Care,Health Care Technology,3981124608.0,NYQ
DOCS.L,Dr. Martens plc,Consumer Cyclical,Footwear & Accessories,990116694.0,LSE
DOCU,DocuSign Inc.,Information Technology,Application Software,9390655488.0,NMS
DOL.TO,Dollarama Inc.,Consumer Defensive,Discount Stores,36586828444.0,TSX
DOM.L,Domino's Pizza Group plc,Consumer Cyclical,Restaurants,980618763.0,LSE
DON,WisdomTree U.S. MidCap Dividend Fund,,,3963449088.0,
DORM,Dorman Products Inc.,Consumer Discretionary,Automotive Parts & Equipment,4138766080.0,NMS
DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,28996640768.0,NYQ
DOW,Dow Inc.,Materials,Commodity Chemicals,20923123712.0,NYQ
DPLM.L,Diploma PLC,Industrials,Industrial Distribution,12995856155.0,LSE
DPZ,Domino's Pizza Inc,Consumer Discretionary,Restaurants,9960599552.0,NMS
DRH,Diamondrock Hospitality Company,Real Estate,Hotel & Resort REITs,2438655232.0,NMS
DRI,Darden Restaurants Inc.,Consumer Discretionary,Restaurants,23393773568.0,NYQ
DRX.L,Drax Group plc,Utilities,Utilities - Renewable,3472879549.0,LSE
DSCV.L,discoverIE Group plc,Technology,Electronic Components,889535576.0,LSE
DSY.PA,Dassault Systèmes SE,Technology,Software - Application,27460149705.0,PAR
DT,Dynatrace Inc.,Information Technology,Application Software,12731660288.0,NYQ
DTE,DTE Energy Company,Utilities,Multi-Utilities,31260416000.0,NYQ
DTE.DE,Deutsche Telekom AG,Communication Services,Telecom Services,147687012183.0,XETR
DTG.DE,Daimler Truck Holding AG,Industrials,Farm & Heavy Construction Machinery,37447264241.0,XETR
DTM,DT Midstream Inc.,Energy,Oil & Gas Storage & Transportation,14809390080.0,NYQ
DUK,Duke Energy Corporation (Holding Company),Utilities,Electric Utilities,97823735808.0,NYQ
DUOL,Duolingo Inc. Class A,Consumer Discretionary,Education Services,5812957184.0,NMS
DV,DoubleVerify Holdings Inc.,Communication Services,Advertising,1790927086.0,
DVA,DaVita Inc.,Healthcare,Medical Care Facilities,14942268416.0,NYQ
DVN,Devon Energy Corporation,Energy,Oil & Gas Exploration & Production,48708214784.0,NYQ
DXC,DXC Technology Company,Information Technology,IT Consulting & Other Services,1542326827.0,
DXCM,DexCom Inc.,Health Care,Health Care Equipment,28925038592.0,NMS
DXPE,"DXP Enterprises, Inc.",Industrials,Industrial Distribution,2521163776.0,NMS
DXYZ,Destiny Tech100 Inc.,,,0.0,
DY,Dycom Industries Inc.,Industrials,Construction & Engineering,12779517952.0,NYQ
EA,Electronic Arts Inc.,Communication Services,Electronic Gaming & Multimedia,51757617152.0,NMS
EAT,Brinker International Inc.,Consumer Discretionary,Restaurants,7945392128.0,NYQ
EBAY,eBay Inc.,Consumer Cyclical,Internet Retail,52036800512.0,NMS
EBS,Emergent BioSolutions Inc.,Health Care,Biotechnology: Pharmaceutical Preparations,415350183.0,
ECG,Everus Construction Group Inc.,Industrials,Construction & Engineering,6976366592.0,NYQ
ECL,Ecolab Inc.,Materials,Specialty Chemicals,77201121280.0,NYQ
ECPG,Encore Capital Group Inc,Financials,Consumer Finance,1984953343.0,
ED,Consolidated Edison Inc.,Utilities,Multi-Utilities,40951021568.0,NYQ
EDEN.PA,Edenred SE,Financial Services,Credit Services,6946002555.0,PAR
EDIN.L,Edinburgh Investment Ord,,,1406418061.0,LSE
EDV.L,Endeavour Mining plc,Basic Materials,Gold,11110632075.0,LSE
EEFT,Euronet Worldwide Inc.,Financials,Transaction & Payment Processing Services,2942824192.0,NMS
EFC,Ellington Financial Inc.,Financials,Specialized Finance,1702845414.0,
EFOR,Everforth Inc.,Information Technology,IT Consulting & Other Services,721853929.0,
EFX,Equifax Inc.,Industrials,Research & Consulting Services,20078424064.0,NYQ
EG,Everest Group Ltd.,Financials,Reinsurance,14664442880.0,NYQ
EGBN,Eagle Bancorp Inc.,Financials,Regional Banks,818197377.0,
EGP,"EastGroup Properties, Inc.",Real Estate,REIT - Industrial,11268170752.0,NYQ
EHC,Encompass Health Corporation,Health Care,Health Care Facilities,10927770624.0,NYQ
EIG,Employers Holdings Inc,Financials,Property & Casualty Insurance,924733665.0,
EIX,Edison International,Utilities,Electric Utilities,28936503296.0,NYQ
EL,Estee Lauder Companies Inc. (The),Consumer Staples,Personal Care Products,29905969152.0,NYQ
EL.PA,EssilorLuxottica Société anonyme,Healthcare,Medical Instruments & Supplies,89131325183.0,PAR
ELAN,Elanco Animal Health Incorporated,Health Care,Pharmaceuticals,12396338176.0,NYQ
ELE.MC,"Endesa, S.A.",Utilities,Utilities - Regulated Electric,46285373408.0,BME
ELF,e.l.f. Beauty Inc.,Consumer Staples,Personal Care Products,4523417600.0,NYQ
ELM.L,Elementis plc,Basic Materials,Specialty Chemicals,1246249790.0,LSE
ELMT,The Elmet Group Co.,Industrials,Metal Fabrications,474881030.0,
ELS,Equity Lifestyle Properties Inc.,Real Estate,Single-Family Residential REITs,12718363648.0,NYQ
ELV,"Elevance Health, Inc.",Healthcare,Healthcare Plans,90389504000.0,NYQ
EMA.TO,Emera Incorporated,Utilities,Utilities - Regulated Electric,16665702587.0,TSX
EMBC,Embecta Corp.,Health Care,Medical/Dental Instruments,192221673.0,
EME,EMCOR Group Inc.,Industrials,Construction & Engineering,34814672896.0,NYQ
EMG.L,Man Group Plc,Financial Services,Asset Management,4623652618.0,LSE
EMN,Eastman Chemical Company,Materials,Specialty Chemicals,7726626816.0,NYQ
EMR,Emerson Electric Company,Industrials,Electrical Components & Equipment,77786685440.0,NYQ
EN.PA,Bouygues SA,Industrials,Engineering & Construction,21064261879.0,PAR
ENB.TO,Enbridge Inc.,Energy,Oil & Gas Midstream,123057110764.0,TSX
ENEL.MI,Enel SpA,Utilities,Utilities - Diversified,113583902424.0,MIL
ENG.MC,"Enagás, S.A.",Utilities,Utilities - Regulated Gas,4938401275.0,BME
ENGI.PA,Engie SA,Utilities,Utilities - Diversified,77477886084.0,PAR
ENI.MI,Eni S.p.A.,Energy,Oil & Gas Integrated,70205451884.0,MIL
ENOG.L,Energean plc,Energy,Oil & Gas E&P,1841188047.0,LSE
ENOV,Enovis Corporation,Health Care,Health Care Equipment,1482237027.0,
ENPH,Enphase Energy Inc.,Information Technology,Semiconductor Materials & Equipment,5908514816.0,NGM
ENR,Energizer Holdings Inc.,Consumer Staples,Household Products,1401652238.0,
ENR.DE,Siemens Energy AG,Industrials,Specialty Industrial Machinery,144800025682.0,XETR
ENS,EnerSys,Industrials,Electrical Components & Equipment,7498296320.0,NYQ
ENSG,The Ensign Group Inc.,Health Care,Health Care Facilities,9853309952.0,NMS
ENT.L,Entain Plc,Consumer Cyclical,Gambling,4899297092.0,LSE
ENTG,Entegris Inc.,Information Technology,Semiconductor Materials & Equipment,22136805376.0,NMS
ENVA,"Enova International, Inc.",Financial Services,Credit Services,5924844544.0,NYQ
EOAN.DE,E.ON SE,Utilities,Utilities - Diversified,56492118377.0,XETR
EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,71425490944.0,NYQ
EPAC,Enerpac Tool Group Corp.,Industrials,Industrial Machinery & Supplies & Components,1810711527.0,
EPAM,EPAM Systems Inc.,Information Technology,IT Consulting & Other Services,4382787072.0,NYQ
EPC,Edgewell Personal Care Company,Consumer Staples,Household Products,1220233512.0,
EPR,EPR Properties,Real Estate,REIT - Specialty,4561387008.0,NYQ
EPRT,Essential Properties Realty Trust Inc.,Real Estate,Diversified REITs,6760408064.0,NYQ
EPRX,Eupraxia Pharmaceuticals Inc.,Health Care,Pharmaceuticals and Biotechnology,436384006.0,
EQH,"Equitable Holdings, Inc.",Financial Services,Asset Management,12829032448.0,NYQ
EQIX,Equinix Inc. Common Stock REIT,Real Estate,Data Center REITs,103674789888.0,NMS
EQR,Equity Residential,Real Estate,REIT - Residential,26540169216.0,NYQ
EQT,EQT Corporation,Energy,Oil & Gas Exploration & Production,30554599424.0,NYQ
ERF.PA,Eurofins Scientific SE,Healthcare,Diagnostics & Research,13755936126.0,PAR
ERIE,Erie Indemnity Company Class A,Financials,Insurance Brokers,13167111168.0,NMS
ERII,Energy Recovery Inc.,Technology,Industrial Machinery/Components,449990111.0,
ERX,Direxion Daily Energy Bull 2X Shares,,,210724992.0,
ES,Eversource Energy (D/B/A),Utilities,Electric Utilities,28138307584.0,NYQ
ESAB,ESAB Corporation,Industrials,Industrial Machinery & Supplies & Components,5540043264.0,NYQ
ESCT.L,The European Smaller Companies Trust PLC,,,1068385312.0,LSE
ESE,ESCO Technologies Inc.,Industrials,Industrial Machinery & Supplies & Components,8526568448.0,NYQ
ESEA,Euroseas Ltd. Common Stock (Marshall Islands),Consumer Discretionary,Marine Transportation,495393405.0,
ESI,Element Solutions Inc.,Materials,Specialty Chemicals,9703578624.0,NYQ
ESNT,Essent Group Ltd. Common Shares,Financials,Commercial & Residential Mortgage Finance,5930958336.0,NYQ
ESS,"Essex Property Trust, Inc.",Real Estate,REIT - Residential,20233283584.0,NYQ
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest,Finance,Investment Bankers/Brokers/Service,457900095.0,
ETD,Ethan Allen Interiors Inc.,Consumer Discretionary,Home Furnishings,552948946.0,
ETN,Eaton Corporation PLC,Industrials,Electrical Components & Equipment,158146822144.0,NYQ
ETO,Eaton Vance Tax-Advantage Global Dividend Opp,Finance,Investment Managers,504099125.0,
ETR,Entergy Corporation,Utilities,Utilities - Regulated Electric,53681766400.0,NYQ
ETSY,"Etsy, Inc.",Consumer Cyclical,Internet Retail,7691339776.0,NYQ
EVH,Evolent Health Inc Class A,Consumer Discretionary,Other Consumer Services,661388674.0,
EVR,Evercore Inc. Class A,Financials,Investment Banking & Brokerage,12948961280.0,NYQ
EVRG,Evergy Inc.,Utilities,Electric Utilities,19757271040.0,NMS
EVTC,Evertec Inc.,Financials,Transaction & Payment Processing Services,1802395062.0,
EW,Edwards Lifesciences Corporatio,Healthcare,Medical Devices,53094518784.0,NYQ
EWG.L,W.A.G payment solutions plc,Technology,Software - Infrastructure,1012129538.0,LSE
EWI.L,Edinburgh Worldwide Ord,,,1215999446.0,LSE
EXC,Exelon Corporation,Utilities,Utilities - Regulated Electric,47886139392.0,NMS
EXE,Expand Energy Corporation,Energy,Oil & Gas Exploration & Production,20872716288.0,NMS
EXEL,"Exelixis, Inc.",Healthcare,Biotechnology,14201562112.0,NMS
EXLS,ExlService Holdings Inc.,Industrials,Data Processing & Outsourced Services,4170973696.0,NMS
EXP,Eagle Materials Inc,Materials,Construction Materials,6480327168.0,NYQ
EXPD,Expeditors International of Was,Industrials,Integrated Freight & Logistics,22498691072.0,NYQ
EXPE,"Expedia Group, Inc.",Consumer Cyclical,Travel Services,32505577472.0,NMS
EXPN.L,Experian plc,Industrials,Consulting Services,31969819714.0,LSE
EXPO,"Exponent, Inc.",Industrials,Research & Consulting Services,3012571904.0,NMS
EXR,Extra Space Storage Inc,Real Estate,Self-Storage REITs,31771099136.0,NYQ
EXTR,"Extreme Networks, Inc.",Technology,Communication Equipment,4408529408.0,NMS
EYE,National Vision Holdings Inc.,Consumer Discretionary,Specialty Stores,1566280801.0,
EZJ.L,easyJet plc,Industrials,Airlines,6814732206.0,LSE
EZPW,"EZCORP, Inc.",Financial Services,Credit Services,2096530688.0,NMS
F,Ford Motor Company,Consumer Cyclical,Auto Manufacturers,55785697280.0,NYQ
FAN.L,Volution Group plc,Industrials,Building Products & Equipment,1648544432.0,LSE
FANG,Diamondback Energy Inc.,Energy,Oil & Gas Exploration & Production,51590049792.0,NMS
FAST,Fastenal Company,Industrials,Trading Companies & Distributors,53372153856.0,NMS
FBIN,Fortune Brands Innovations Inc.,Industrials,Building Products,6156733440.0,NYQ
FBIZ,First Business Financial Services Inc.,Finance,Major Banks,532669974.0,
FBK,FB Financial Corporation,Financials,Regional Banks,2920349952.0,NYQ
FBK.MI,FinecoBank Banca Fineco S.p.A.,Financial Services,Banks - Regional,16338513426.0,MIL
FBNC,First Bancorp,Financials,Regional Banks,2636441344.0,NMS
FBP,First BanCorp. New,Financial Services,Banks - Regional,4126978560.0,NYQ
FBRT,Franklin BSP Realty Trust Inc.,Real Estate,Mortgage REITs,621861113.0,
FBRX,Forte Biosciences Inc.,Health Care,Biotechnology: Pharmaceutical Preparations,899429643.0,
FCF,First Commonwealth Financial Corporation,Financials,Regional Banks,2063177728.0,NYQ
FCFS,FirstCash Holdings Inc.,Financials,Consumer Finance,9583138816.0,NMS
FCH.L,Funding Circle Holdings plc,Financial Services,Credit Services,714314202.0,LSE
FCIT.L,F&C Investment Trust Ord,,,8555867325.0,LSE
FCN,FTI Consulting Inc.,Industrials,Research & Consulting Services,4728394752.0,NYQ
FCPT,"Four Corners Property Trust, In",Real Estate,REIT - Retail,2739340032.0,NYQ
FCSS.L,Fidelity China Special Situations Ord,,,1595573227.0,LSE
FCT.MI,Fincantieri S.p.A.,Industrials,Aerospace & Defense,5140579186.0,MIL
FCX,Freeport-McMoRan Inc.,Materials,Copper,88438677504.0,NYQ
FDMT,4D Molecular Therapeutics Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),643520687.0,
FDP,Del Monte Corporation,,,1390188416.0,
FDR.MC,"Fluidra, S.A.",Consumer Cyclical,Leisure,3952121697.0,BME
FDS,FactSet Research Systems Inc.,Financials,Financial Exchanges & Data,8788601856.0,NYQ
FDX,FedEx Corporation,Industrials,Air Freight & Logistics,75087159296.0,NYQ
FDXF,FedEx Freight Holding Company Inc.,Industrials,Cargo Ground Transportation,22265937920.0,NYQ
FE,FirstEnergy Corp.,Utilities,Utilities - Regulated Electric,27718420480.0,NYQ
FELE,Franklin Electric Co. Inc.,Industrials,Industrial Machinery & Supplies & Components,4578604544.0,NMS
FEML.L,Fidelity Emerging Markets Limited,Financial Services,Asset Management,749066874.0,LSE
FER,Ferrovial N.V.,Industrials,Military/Government/Technical,46001098752.0,NMS
FER.MC,Ferrovial N.V.,Industrials,Engineering & Construction,45705742522.0,BME
FEV.L,Fidelity European Trust Ord,,,2825495086.0,LSE
FFA,First Trust Enhanced Equity Income Fund Common Shares of Beneficial Interest,Finance,Investment Managers,0.0,
FFBC,First Financial Bancorp.,Financials,Regional Banks,3616915712.0,NMS
FFH.TO,Fairfax Financial Holdings Limited,Financial Services,Insurance - Property & Casualty,34223081288.0,TSX
FFIN,First Financial Bankshares Inc.,Financials,Regional Banks,4951823872.0,NMS
FFIV,"F5, Inc.",Technology,Software - Infrastructure,24282281984.0,NMS
FG,F&G Annuities & Life Inc.,Financials,Life & Health Insurance,3930829824.0,NYQ
FGEN.L,Foresight Environmental Infrastructure Limited,Financial Services,Asset Management,720399030.0,LSE
FGP.L,FirstGroup plc,Industrials,Railroads,1297426857.0,LSE
FGT.L,Finsbury Growth & Income Ord,,,1059905485.0,LSE
FHB,First Hawaiian Inc.,Financials,Regional Banks,3665283584.0,NMS
FHN,First Horizon Corporation,Financials,Regional Banks,12216663040.0,NYQ
FIBK,"First Interstate BancSystem, In",Financial Services,Banks - Regional,3774000640.0,NMS
FICO,Fair Isaac Corporation,Information Technology,Application Software,29009504256.0,NYQ
FIS,Fidelity National Information Services Inc.,Financials,Transaction & Payment Processing Services,21698586624.0,NYQ
FISV,Fiserv Inc.,Financials,Transaction & Payment Processing Services,26902663168.0,NMS
FITB,Fifth Third Bancorp,Financials,Regional Banks,51723198464.0,NYQ
FIVE,Five Below Inc.,Consumer Discretionary,Specialty Stores,10472386560.0,NMS
FIX,"Comfort Systems USA, Inc.",Industrials,Construction & Engineering,61786214400.0,NYQ
FIZZ,National Beverage Corp.,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,3165961216.0,NMS
FLEX,Flex Ltd.,Information Technology,Electronic Manufacturing Services,49755705344.0,NMS
FLO,Flowers Foods Inc.,Consumer Staples,Packaged Foods & Meats,1768023538.0,
FLR,Fluor Corporation,Industrials,Construction & Engineering,7086850560.0,NYQ
FLS,Flowserve Corporation,Industrials,Industrial Machinery & Supplies & Components,9007839232.0,NYQ
FM.TO,First Quantum Minerals Ltd.,Basic Materials,Copper,22062093911.0,TSX
FMC,FMC Corporation,Materials,Fertilizers & Agricultural Chemicals,1364244234.0,
FME.DE,Fresenius Medical Care AG,Healthcare,Medical Care Facilities,12921216755.0,XETR
FN,Fabrinet,Information Technology,Electronic Manufacturing Services,16880465920.0,NYQ
FNB,F.N.B. Corporation,Financials,Regional Banks,6702800896.0,NYQ
FND,Floor & Decor Holdings Inc.,Consumer Discretionary,Home Improvement Retail,6175418880.0,NYQ
FNF,Fidelity National Financial Inc.,Financials,Property & Casualty Insurance,13331372032.0,NYQ
FNV.TO,Franco-Nevada Corporation,Basic Materials,Gold,37986948086.0,TSX
FORM,FormFactor Inc. FormFactor Inc.,Information Technology,Semiconductor Materials & Equipment,9161243648.0,NMS
FOSL,Fossil Group Inc.,Consumer Discretionary,Consumer Specialties,244089600.0,
FOUR,"Shift4 Payments, Inc.",Financials,Transaction & Payment Processing Services,5036792832.0,NYQ
FOUR.L,4imprint Group plc,Communication Services,Advertising Agencies,1489892023.0,LSE
FOX,Fox Corporation Class B,Communication Services,Broadcasting,20470155264.0,NMS
FOXA,Fox Corporation Class A,Communication Services,Broadcasting,22725021696.0,NMS
FOXF,Fox Factory Holding Corp.,Consumer Discretionary,Automotive Parts & Equipment,712494900.0,
FPI,Farmland Partners Inc.,Real Estate,Real Estate Investment Trusts,418725130.0,
FR,"First Industrial Realty Trust, ",Real Estate,REIT - Industrial,8907439104.0,NYQ
FRAS.L,Frasers Group Plc,Consumer Cyclical,Specialty Retail,4338099523.0,LSE
FRE.DE,Fresenius SE & Co. KGaA,Healthcare,Medical Care Facilities,26956768159.0,XETR
FRES.L,Fresnillo plc,Basic Materials,Other Precious Metals & Mining,24367910980.0,LSE
FRPH,FRP Holdings Inc.,Finance,Real Estate,459703195.0,
FRPT,Freshpet Inc.,Consumer Staples,Packaged Foods & Meats,2635036416.0,NGM
FRT,Federal Realty Investment Trust,Real Estate,Retail REITs,10511911936.0,NYQ
FSG.L,Foresight Group Holdings Limited,Financial Services,Asset Management,713268556.0,LSE
FSLR,First Solar Inc.,Information Technology,Semiconductors,24481099776.0,NMS
FSS,Federal Signal Corporation,Industrials,Construction Machinery & Heavy Transportation Equipment,7029289984.0,NYQ
FSV.L,Fidelity Special Values Ord,,,1939802182.0,LSE
FSV.TO,FirstService Corporation,Real Estate,Real Estate Services,6916506730.0,TSX
FTDR,Frontdoor Inc.,Consumer Discretionary,Specialized Consumer Services,5289391616.0,NMS
FTI,TechnipFMC plc Ordinary Share,Energy,Oil & Gas Equipment & Services,28646729728.0,NYQ
FTNT,Fortinet Inc.,Information Technology,Systems Software,115399442432.0,NMS
FTRE,Fortrea Holdings Inc.,Health Care,Biotechnology,1680096000.0,
FTS.TO,Fortis Inc.,Utilities,Utilities - Regulated Electric,29647608428.0,TSX
FTV,Fortive Corporation,Technology,Scientific & Technical Instruments,18962356224.0,NYQ
FUL,H. B. Fuller Company,Materials,Specialty Chemicals,3007254272.0,NYQ
FULC,Fulcrum Therapeutics Inc.,Health Care,Biotechnology: Pharmaceutical Preparations,233128336.0,
FULT,Fulton Financial Corporation,Financials,Regional Banks,4621609984.0,NMS
FUN,Six Flags Entertainment Corporation Common Stock New,Consumer Discretionary,Leisure Facilities,1988888711.0,
FWRD,Forward Air Corporation,Industrials,Integrated Freight & Logistics,423143115.0,
G,Genpact Limited,Industrials,Data Processing & Outsourced Services,4978406400.0,NYQ
G.MI,Assicurazioni Generali S.p.A.,Financial Services,Insurance - Diversified,72026039592.0,MIL
G1A.DE,GEA Group Aktiengesellschaft,Industrials,Specialty Industrial Machinery,11232197820.0,XETR
G24.DE,Scout24 SE,Communication Services,Internet Content & Information,5995442887.0,XETR
GAMA.L,Gamma Communications plc,Communication Services,Telecom Services,1131508931.0,LSE
GAW.L,Games Workshop Group PLC,Consumer Cyclical,Leisure,9026796276.0,LSE
GBCI,Glacier Bancorp Inc.,Financials,Regional Banks,6701045760.0,NYQ
GBG.L,GB Group plc,Technology,Software - Application,707240022.0,LSE
GBX,Greenbrier Companies Inc. (The),Industrials,Construction Machinery & Heavy Transportation Equipment,1463447148.0,
GCO,Genesco Inc.,Consumer Discretionary,Clothing/Shoe/Accessory Stores,378969919.0,
GCP.L,GCP Infrastructure Investments Limited,Financial Services,Asset Management,879068594.0,LSE
GD,General Dynamics Corporation,Industrials,Aerospace & Defense,101427544064.0,NYQ
GDDY,GoDaddy Inc. Class A,Information Technology,Internet Services & Infrastructure,11773883392.0,NYQ
GDOT,Green Dot Corporation Class A Common Stock $0.001 par value,Finance,Finance: Consumer Services,754981130.0,
GDWN.L,Goodwin PLC,Industrials,Specialty Industrial Machinery,1852479254.0,LSE
GDYN,Grid Dynamics Holdings Inc. Class A,Technology,Computer Software: Prepackaged Software,490884937.0,
GE,GE Aerospace,Industrials,Aerospace & Defense,375375921152.0,NYQ
GEHC,GE HealthCare Technologies Inc.,Health Care,Health Care Equipment,29431496704.0,NMS
GEN,Gen Digital Inc.,Information Technology,Systems Software,15609061376.0,NMS
GEN.L,Genuit Group plc,Industrials,Building Products & Equipment,923556179.0,LSE
GEO,Geo Group Inc (The) REIT,Industrials,Environmental & Facilities Services,4071349248.0,NYQ
GETY,Getty Images Holdings Inc. Class A,Consumer Discretionary,Business Services,318827985.0,
GEV,GE Vernova Inc.,Industrials,Heavy Electrical Equipment,293326684160.0,NYQ
GEVO,Gevo Inc.,Industrials,Major Chemicals,352946427.0,
GFF,Griffon Corporation,Industrials,Building Products,4178908928.0,NYQ
GFRD.L,Galliford Try Holdings plc,Industrials,Engineering & Construction,758163253.0,LSE
GFTU.L,Grafton Group plc,Industrials,Industrial Distribution,2500835096.0,LSE
GHC,Graham Holdings Company,Consumer Discretionary,Education Services,4989670400.0,NYQ
GHY,PGIM Global High Yield Fund Inc.,Finance,Trusts Except Educational Religious and Charitable,0.0,
GIII,G-III Apparel Group LTD.,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",1466122412.0,
GIL.TO,Gildan Activewear Inc.,Consumer Cyclical,Apparel Manufacturing,9873997951.0,TSX
GILD,Gilead Sciences Inc.,Health Care,Biotechnology,161193017344.0,NMS
GIS,General Mills Inc.,Consumer Staples,Packaged Foods & Meats,19330918400.0,NYQ
GKOS,Glaukos Corporation,Health Care,Health Care Equipment,8969842688.0,NYQ
GL,Globe Life Inc.,Financial Services,Insurance - Life,13908506624.0,NYQ
GLAD,Gladstone Capital Corporation,Consumer Discretionary,Textiles,446213113.0,
GLE.PA,Société Générale Société anonyme,Financial Services,Banks - Regional,63214020165.0,PAR
GLEN.L,Glencore plc,Basic Materials,Other Industrial Metals & Mining,81555815442.0,LSE
